REF_DATE,GEO,Labour force characteristics,Sex,Age group,VALUE
2019-08,Nova Scotia,Participation rate,Both sexes,55 years and over,33.9
2019-08,Nova Scotia,Participation rate,Males,15 years and over,65.1
2019-08,Nova Scotia,Participation rate,Males,15 to 64 years,79.3
2019-08,Nova Scotia,Participation rate,Males,15 to 24 years,67.3
2019-08,Nova Scotia,Participation rate,Males,25 years and over,64.7
2019-08,Nova Scotia,Participation rate,Males,25 to 54 years,89
2019-08,Nova Scotia,Participation rate,Males,55 years and over,38.7
2019-08,Nova Scotia,Participation rate,Females,15 years and over,59.7
2019-08,Nova Scotia,Participation rate,Females,15 to 64 years,76
2019-08,Nova Scotia,Participation rate,Females,15 to 24 years,71.6
2019-08,Nova Scotia,Participation rate,Females,25 years and over,58
2019-08,Nova Scotia,Participation rate,Females,25 to 54 years,86
2019-08,Nova Scotia,Participation rate,Females,55 years and over,29.7
2019-08,New Brunswick,Full-time employment,Both sexes,15 years and over,303.4
2019-08,New Brunswick,Full-time employment,Both sexes,15 to 64 years,292.4
2019-08,New Brunswick,Full-time employment,Both sexes,15 to 24 years,29.8
2019-08,New Brunswick,Full-time employment,Both sexes,25 years and over,273.6
2019-08,New Brunswick,Full-time employment,Both sexes,25 to 54 years,205.5
2019-08,New Brunswick,Full-time employment,Both sexes,55 years and over,68.1
2019-08,New Brunswick,Full-time employment,Males,15 years and over,162.4
2019-08,New Brunswick,Full-time employment,Males,15 to 64 years,155.2
2019-08,New Brunswick,Full-time employment,Males,15 to 24 years,16.8
2019-08,New Brunswick,Full-time employment,Males,25 years and over,145.5
2019-08,New Brunswick,Full-time employment,Males,25 to 54 years,106.6
2019-08,New Brunswick,Full-time employment,Females,15 years and over,141
2019-08,New Brunswick,Full-time employment,Females,15 to 64 years,137.1
2019-08,New Brunswick,Full-time employment,Females,15 to 24 years,13
2019-08,New Brunswick,Full-time employment,Females,25 years and over,128.1
2019-08,New Brunswick,Full-time employment,Females,25 to 54 years,98.9
2019-08,New Brunswick,Unemployment rate,Both sexes,15 years and over,8.5
2019-08,New Brunswick,Unemployment rate,Both sexes,15 to 64 years,8.4
2019-08,New Brunswick,Unemployment rate,Both sexes,15 to 24 years,14.2
2019-08,New Brunswick,Unemployment rate,Both sexes,25 years and over,7.6
2019-08,New Brunswick,Unemployment rate,Both sexes,25 to 54 years,6.5
2019-08,New Brunswick,Unemployment rate,Both sexes,55 years and over,10.3
2019-08,New Brunswick,Unemployment rate,Males,15 years and over,10.1
2019-08,New Brunswick,Unemployment rate,Males,15 to 64 years,10.1
2019-08,New Brunswick,Unemployment rate,Males,15 to 24 years,16.6
2019-08,New Brunswick,Unemployment rate,Males,25 years and over,9
2019-08,New Brunswick,Unemployment rate,Males,25 to 54 years,6.9
2019-08,New Brunswick,Unemployment rate,Males,55 years and over,13.4
2019-08,New Brunswick,Unemployment rate,Females,15 years and over,6.9
2019-08,New Brunswick,Unemployment rate,Females,15 to 64 years,6.7
2019-08,New Brunswick,Unemployment rate,Females,15 to 24 years,11.2
2019-08,New Brunswick,Unemployment rate,Females,25 years and over,6.1
2019-08,New Brunswick,Unemployment rate,Females,25 to 54 years,6
2019-08,New Brunswick,Unemployment rate,Females,55 years and over,6.6
2019-08,New Brunswick,Participation rate,Both sexes,15 years and over,61.7
2019-08,New Brunswick,Participation rate,Both sexes,15 to 64 years,77.6
2019-08,New Brunswick,Participation rate,Both sexes,15 to 24 years,68.4
2019-08,New Brunswick,Participation rate,Both sexes,25 years and over,60.7
2019-08,New Brunswick,Participation rate,Both sexes,25 to 54 years,86.7
2019-08,New Brunswick,Participation rate,Both sexes,55 years and over,34.5
2019-08,New Brunswick,Participation rate,Males,15 years and over,64.9
2019-08,New Brunswick,Participation rate,Males,15 to 64 years,79.8
2019-08,New Brunswick,Participation rate,Males,15 to 24 years,69.9
2019-08,New Brunswick,Participation rate,Males,25 years and over,64.2
2019-08,New Brunswick,Participation rate,Males,25 to 54 years,87.6
2019-08,New Brunswick,Participation rate,Males,55 years and over,39.9
2019-08,New Brunswick,Participation rate,Females,15 years and over,58.6
2019-08,New Brunswick,Participation rate,Females,15 to 64 years,75.6
2019-08,New Brunswick,Participation rate,Females,15 to 24 years,67.1
2019-08,New Brunswick,Participation rate,Females,25 years and over,57.4
2019-08,New Brunswick,Participation rate,Females,25 to 54 years,85.8
2019-08,New Brunswick,Participation rate,Females,55 years and over,29.6
2019-08,Quebec,Full-time employment,Both sexes,15 years and over,3544.8
2019-08,Quebec,Full-time employment,Both sexes,15 to 64 years,3450.5
2019-08,Quebec,Full-time employment,Both sexes,15 to 24 years,264.2
2019-08,Quebec,Full-time employment,Both sexes,25 years and over,3280.6
2019-08,Quebec,Full-time employment,Both sexes,25 to 54 years,2560.8
2019-08,Quebec,Full-time employment,Both sexes,55 years and over,719.8
2019-08,Quebec,Full-time employment,Males,15 years and over,1969.1
2019-08,Quebec,Full-time employment,Males,15 to 64 years,1905.6
2019-08,Quebec,Full-time employment,Males,15 to 24 years,154
2019-08,Quebec,Full-time employment,Males,25 years and over,1815.1
2019-08,Quebec,Full-time employment,Males,25 to 54 years,1382.9
2019-08,Quebec,Full-time employment,Females,15 years and over,1575.7
2019-08,Quebec,Full-time employment,Females,15 to 64 years,1544.9
2019-08,Quebec,Full-time employment,Females,15 to 24 years,110.2
2019-08,Quebec,Full-time employment,Females,25 years and over,1465.5
2019-08,Quebec,Full-time employment,Females,25 to 54 years,1177.9
2019-08,Quebec,Unemployment rate,Both sexes,15 years and over,4.7
2019-08,Quebec,Unemployment rate,Both sexes,15 to 64 years,4.7
2019-08,Quebec,Unemployment rate,Both sexes,15 to 24 years,9.2
2019-08,Quebec,Unemployment rate,Both sexes,25 years and over,4
2019-08,Quebec,Unemployment rate,Both sexes,25 to 54 years,4
2019-08,Quebec,Unemployment rate,Both sexes,55 years and over,4.2
2019-08,Quebec,Unemployment rate,Males,15 years and over,5.2
2019-08,Quebec,Unemployment rate,Males,15 to 64 years,5.3
2019-08,Quebec,Unemployment rate,Males,15 to 24 years,10.3
2019-08,Quebec,Unemployment rate,Males,25 years and over,4.4
2019-08,Quebec,Unemployment rate,Males,25 to 54 years,4.4
2019-08,Quebec,Unemployment rate,Males,55 years and over,4.4
2019-08,Quebec,Unemployment rate,Females,15 years and over,4.2
2019-08,Quebec,Unemployment rate,Females,15 to 64 years,4.1
2019-08,Quebec,Unemployment rate,Females,15 to 24 years,8
2019-08,Quebec,Unemployment rate,Females,25 years and over,3.6
2019-08,Quebec,Unemployment rate,Females,25 to 54 years,3.5
2019-08,Quebec,Unemployment rate,Females,55 years and over,3.8
2019-08,Quebec,Participation rate,Both sexes,15 years and over,64.9
2019-08,Quebec,Participation rate,Both sexes,15 to 64 years,80.4
2019-08,Quebec,Participation rate,Both sexes,15 to 24 years,70.8
2019-08,Quebec,Participation rate,Both sexes,25 years and over,64
2019-08,Quebec,Participation rate,Both sexes,25 to 54 years,89.2
2019-08,Quebec,Participation rate,Both sexes,55 years and over,34.4
2019-08,Quebec,Participation rate,Males,15 years and over,68.6
2019-08,Quebec,Participation rate,Males,15 to 64 years,82.8
2019-08,Quebec,Participation rate,Males,15 to 24 years,68.6
2019-08,Quebec,Participation rate,Males,25 years and over,68.6
2019-08,Quebec,Participation rate,Males,25 to 54 years,91.6
2019-08,Quebec,Participation rate,Males,55 years and over,40.2
2019-08,Quebec,Participation rate,Females,15 years and over,61.2
2019-08,Quebec,Participation rate,Females,15 to 64 years,78
2019-08,Quebec,Participation rate,Females,15 to 24 years,73.1
2019-08,Quebec,Participation rate,Females,25 years and over,59.6
2019-08,Quebec,Participation rate,Females,25 to 54 years,86.8
2019-08,Quebec,Participation rate,Females,55 years and over,29.1
2019-08,Ontario,Full-time employment,Both sexes,15 years and over,6085.1
2019-08,Ontario,Full-time employment,Both sexes,15 to 64 years,5878.7
2019-08,Ontario,Full-time employment,Both sexes,15 to 24 years,505.2
2019-08,Ontario,Full-time employment,Both sexes,25 years and over,5579.9
2019-08,Ontario,Full-time employment,Both sexes,25 to 54 years,4290.6
2019-08,Ontario,Full-time employment,Both sexes,55 years and over,1289.3
2019-08,Ontario,Full-time employment,Males,15 years and over,3396.8
2019-08,Ontario,Full-time employment,Males,15 to 64 years,3260.8
2019-08,Ontario,Full-time employment,Males,15 to 24 years,280.5
2019-08,Ontario,Full-time employment,Males,25 years and over,3116.3
2019-08,Ontario,Full-time employment,Males,25 to 54 years,2354.3
2019-08,Ontario,Full-time employment,Females,15 years and over,2688.3
2019-08,Ontario,Full-time employment,Females,15 to 64 years,2617.9
2019-08,Ontario,Full-time employment,Females,15 to 24 years,224.7
2019-08,Ontario,Full-time employment,Females,25 years and over,2463.6
2019-08,Ontario,Full-time employment,Females,25 to 54 years,1936.3
2019-08,Ontario,Unemployment rate,Both sexes,15 years and over,5.6
2019-08,Ontario,Unemployment rate,Both sexes,15 to 64 years,5.7
2019-08,Ontario,Unemployment rate,Both sexes,15 to 24 years,12.2
2019-08,Ontario,Unemployment rate,Both sexes,25 years and over,4.5
2019-08,Ontario,Unemployment rate,Both sexes,25 to 54 years,4.6
2019-08,Ontario,Unemployment rate,Both sexes,55 years and over,4.1
2019-08,Ontario,Unemployment rate,Males,15 years and over,5.8
2019-08,Ontario,Unemployment rate,Males,15 to 64 years,6
2019-08,Ontario,Unemployment rate,Males,15 to 24 years,13.8
2019-08,Ontario,Unemployment rate,Males,25 years and over,4.5
2019-08,Ontario,Unemployment rate,Males,25 to 54 years,4.7
2019-08,Ontario,Unemployment rate,Males,55 years and over,4.1
2019-08,Ontario,Unemployment rate,Females,15 years and over,5.3
2019-08,Ontario,Unemployment rate,Females,15 to 64 years,5.4
2019-08,Ontario,Unemployment rate,Females,15 to 24 years,10.6
2019-08,Ontario,Unemployment rate,Females,25 years and over,4.5
2019-08,Ontario,Unemployment rate,Females,25 to 54 years,4.6
2019-08,Ontario,Unemployment rate,Females,55 years and over,4
2019-08,Ontario,Participation rate,Both sexes,15 years and over,65.2
2019-08,Ontario,Participation rate,Both sexes,15 to 64 years,77.8
2019-08,Ontario,Participation rate,Both sexes,15 to 24 years,61.8
2019-08,Ontario,Participation rate,Both sexes,25 years and over,65.8
2019-08,Ontario,Participation rate,Both sexes,25 to 54 years,86.3
2019-08,Ontario,Participation rate,Both sexes,55 years and over,38.9
2019-08,Ontario,Participation rate,Males,15 years and over,69.9
2019-08,Ontario,Participation rate,Males,15 to 64 years,81.7
2019-08,Ontario,Participation rate,Males,15 to 24 years,61.2
2019-08,Ontario,Participation rate,Males,25 years and over,71.6
2019-08,Ontario,Participation rate,Males,25 to 54 years,91
2019-08,Ontario,Participation rate,Males,55 years and over,45.1
2019-08,Ontario,Participation rate,Females,15 years and over,60.6
2019-08,Ontario,Participation rate,Females,15 to 64 years,74
2019-08,Ontario,Participation rate,Females,15 to 24 years,62.5
2019-08,Ontario,Participation rate,Females,25 years and over,60.3
2019-08,Ontario,Participation rate,Females,25 to 54 years,81.7
2019-08,Ontario,Participation rate,Females,55 years and over,33.3
2019-08,Manitoba,Full-time employment,Both sexes,15 years and over,530.1
2019-08,Manitoba,Full-time employment,Both sexes,15 to 64 years,514
2019-08,Manitoba,Full-time employment,Both sexes,15 to 24 years,55.9
2019-08,Manitoba,Full-time employment,Both sexes,25 years and over,474.1
2019-08,Manitoba,Full-time employment,Both sexes,25 to 54 years,368.8
2019-08,Manitoba,Full-time employment,Both sexes,55 years and over,105.4
2019-08,Manitoba,Full-time employment,Males,15 years and over,303.7
2019-08,Manitoba,Full-time employment,Males,15 to 64 years,292.4
2019-08,Manitoba,Full-time employment,Males,15 to 24 years,30.6
2019-08,Manitoba,Full-time employment,Males,25 years and over,273.1
2019-08,Manitoba,Full-time employment,Males,25 to 54 years,208.6
2019-08,Manitoba,Full-time employment,Females,15 years and over,226.4
2019-08,Manitoba,Full-time employment,Females,15 to 64 years,221.6
2019-08,Manitoba,Full-time employment,Females,15 to 24 years,25.3
2019-08,Manitoba,Full-time employment,Females,25 years and over,201
2019-08,Manitoba,Full-time employment,Females,25 to 54 years,160.2
2019-08,Manitoba,Unemployment rate,Both sexes,15 years and over,5.5
2019-08,Manitoba,Unemployment rate,Both sexes,15 to 64 years,5.6
2019-08,Manitoba,Unemployment rate,Both sexes,15 to 24 years,13.2
2019-08,Manitoba,Unemployment rate,Both sexes,25 years and over,4.1
2019-08,Manitoba,Unemployment rate,Both sexes,25 to 54 years,4.3
2019-08,Manitoba,Unemployment rate,Both sexes,55 years and over,3.3
2019-08,Manitoba,Unemployment rate,Males,15 years and over,6.3
2019-08,Manitoba,Unemployment rate,Males,15 to 64 years,6.5
2019-08,Manitoba,Unemployment rate,Males,15 to 24 years,16.6
2019-08,Manitoba,Unemployment rate,Males,25 years and over,4.4
2019-08,Manitoba,Unemployment rate,Males,25 to 54 years,4.8
2019-08,Manitoba,Unemployment rate,Males,55 years and over,3.3
2019-08,Manitoba,Unemployment rate,Females,15 years and over,4.7
2019-08,Manitoba,Unemployment rate,Females,15 to 64 years,4.6
2019-08,Manitoba,Unemployment rate,Females,15 to 24 years,9.6
2019-08,Manitoba,Unemployment rate,Females,25 years and over,3.7
2019-08,Manitoba,Unemployment rate,Females,25 to 54 years,3.8
2019-08,Manitoba,Unemployment rate,Females,55 years and over,3.2
2019-08,Manitoba,Participation rate,Both sexes,15 years and over,66.7
2019-08,Manitoba,Participation rate,Both sexes,15 to 64 years,79
2019-08,Manitoba,Participation rate,Both sexes,15 to 24 years,66.6
2019-08,Manitoba,Participation rate,Both sexes,25 years and over,66.7
2019-08,Manitoba,Participation rate,Both sexes,25 to 54 years,86.9
2019-08,Manitoba,Participation rate,Both sexes,55 years and over,38.9
2019-08,Manitoba,Participation rate,Males,15 years and over,72.2
2019-08,Manitoba,Participation rate,Males,15 to 64 years,83.6
2019-08,Manitoba,Participation rate,Males,15 to 24 years,66.7
2019-08,Manitoba,Participation rate,Males,25 years and over,73.3
2019-08,Manitoba,Participation rate,Males,25 to 54 years,92.6
2019-08,Manitoba,Participation rate,Males,55 years and over,45.9
2019-08,Manitoba,Participation rate,Females,15 years and over,61.3
2019-08,Manitoba,Participation rate,Females,15 to 64 years,74.4
2019-08,Manitoba,Participation rate,Females,15 to 24 years,66.5
2019-08,Manitoba,Participation rate,Females,25 years and over,60.3
2019-08,Manitoba,Participation rate,Females,25 to 54 years,81.3
2019-08,Manitoba,Participation rate,Females,55 years and over,32.4
2019-08,Saskatchewan,Full-time employment,Both sexes,15 years and over,472.3
2019-08,Saskatchewan,Full-time employment,Both sexes,15 to 64 years,454.5
2019-08,Saskatchewan,Full-time employment,Both sexes,15 to 24 years,41.3
2019-08,Saskatchewan,Full-time employment,Both sexes,25 years and over,431
2019-08,Saskatchewan,Full-time employment,Both sexes,25 to 54 years,330.3
2019-08,Saskatchewan,Full-time employment,Both sexes,55 years and over,100.7
2019-08,Saskatchewan,Full-time employment,Males,15 years and over,275.4
2019-08,Saskatchewan,Full-time employment,Males,15 to 64 years,263.6
2019-08,Saskatchewan,Full-time employment,Males,15 to 24 years,25.5
2019-08,Saskatchewan,Full-time employment,Males,25 years and over,249.9
2019-08,Saskatchewan,Full-time employment,Males,25 to 54 years,189.5
